## taxon_id,STRING_type,STRING_name_compact,official_name_NCBI,join_name
858215,periphery,Thermoanaerobacterium xylanolyticum,Thermoanaerobacterium xylanolyticum LX-11,Thermoanaerobacterium xylanolyticum
858619,periphery,Corynebacterium variabile,Corynebacterium variabile DSM44702,Corynebacterium variabile
859194,periphery,Mycoplasma haemofelis,Mycoplasma haemofelis Ohio2,Mycoplasma haemofelis
859653,core,alpha proteobacterium HIMB5,alpha proteobacterium HIMB5,alpha proteobacterium
859657,periphery,Ralstonia solanacearum PSI07,Ralstonia solanacearum PSI07,Ralstonia solanacearum
860228,periphery,Capnocytophaga canimorsus,Capnocytophaga canimorsus Cc5,Capnocytophaga canimorsus
861208,core,Agrobacterium sp. H133,Agrobacterium sp. H13-3,Agrobacterium sp.
861299,core,Gemmatimonadetes bacterium KBS708,Gemmatimonadetes bacterium KBS708,Gemmatimonadetes bacterium
861360,periphery,Arthrobacter arilaitensis,Arthrobacter arilaitensis Re117,Arthrobacter arilaitensis
861450,core,Anaeroglobus geminatus,Anaeroglobus geminatus F0357,Anaeroglobus geminatus
861452,core,Fusobacterium sp. F0437,Fusobacterium sp. oral taxon 370 str. F0437,Fusobacterium sp.
861454,periphery,Lachnospiraceae bacterium F0431,Lachnospiraceae bacterium oral taxon 082 str. F0431,Lachnospiraceae bacterium
861455,periphery,Streptococcus sp. F0407,Streptococcus sp. oral taxon 058 str. F0407,Streptococcus sp.
861530,periphery,Staphylococcus sp. AL1,Staphylococcus sp. AL1,Staphylococcus sp.
862514,core,Pediococcus acidilactici DSM20284,Pediococcus acidilactici DSM20284,Pediococcus acidilactici
862515,periphery,Prevotella marshii,Prevotella marshii DSM16973,Prevotella marshii
862517,periphery,Peptoniphilus duerdenii,Peptoniphilus duerdenii ATCC BAA-1640,Peptoniphilus duerdenii
862751,periphery,Streptomyces sp. SirexAAE,Streptomyces sp. SirexAA-E,Streptomyces sp.
862908,core,Bacteriovorax marinus,Bacteriovorax marinus SJ,Bacteriovorax marinus
862965,periphery,Haemophilus parainfluenzae,Haemophilus parainfluenzae T3T1,Haemophilus parainfluenzae
862967,periphery,Streptococcus intermedius,Streptococcus intermedius B196,Streptococcus intermedius
862969,periphery,Streptococcus constellatus pharyngis C1050,Streptococcus constellatus subsp. pharyngis C1050,Streptococcus constellatus
862970,periphery,Streptococcus anginosus C1051,Streptococcus anginosus C1051,Streptococcus anginosus
862971,core,Streptococcus anginosus C238,Streptococcus anginosus C238,Streptococcus anginosus
863239,periphery,Corynebacterium nuruki,Corynebacterium nuruki S6-4,Corynebacterium nuruki
863365,periphery,Xanthomonas hortorum,Xanthomonas hortorum pv. carotae str. M081,Xanthomonas hortorum
864051,core,Burkholderiales bacterium JOSHI001,Burkholderiales bacterium JOSHI_001,Burkholderiales bacterium
864069,core,Microvirga lotononidis,Microvirga lotononidis,Microvirga lotononidis
864073,periphery,Herbaspirillum frisingense,Herbaspirillum frisingense GSF30,Herbaspirillum frisingense
864563,periphery,Selenomonas sp. 67H29BP,Selenomonas sp. oral taxon 149 str. 67H29BP,Selenomonas sp.
864564,periphery,Parascardovia denticolens DSM10105,Parascardovia denticolens DSM10105,Parascardovia denticolens
864565,periphery,Eubacterium yurii,[Eubacterium] yurii subsp. margaretiae ATCC43715,Eubacterium yurii
864567,periphery,Streptococcus mitis ATCC6249,Streptococcus mitis ATCC6249,Streptococcus mitis
864570,periphery,Streptococcus sp. 73H25AP,Streptococcus sp. oral taxon 071 str. 73H25AP,Streptococcus sp.
864702,core,Oscillatoriales cyanobacterium,Oscillatoriales cyanobacterium JSC-12,Oscillatoriales cyanobacterium
865861,periphery,Clostridium ultunense,Clostridium ultunense DSM10521,Clostridium ultunense
865937,periphery,Gillisia limnaea,Gillisia limnaea DSM15749,Gillisia limnaea
865938,core,Weeksella virosa,Weeksella virosa DSM16922,Weeksella virosa
866536,periphery,Belliella baltica,Belliella baltica DSM15883,Belliella baltica
866546,periphery,Schizosaccharomyces cryophilus,Schizosaccharomyces cryophilus,Schizosaccharomyces cryophilus
866771,periphery,Prevotella disiens FB03509AN,Prevotella disiens FB035-09AN,Prevotella disiens
866774,periphery,Atopobium vaginae PB189T14,Atopobium vaginae PB189-T1-4,Atopobium vaginae
866775,periphery,Aerococcus urinae,Aerococcus urinae ACS-120-V-Col10a,Aerococcus urinae
866776,core,Veillonella atypica ACS049VSch6,Veillonella atypica ACS-049-V-Sch6,Veillonella atypica
866895,periphery,Halobacillus halophilus,Halobacillus halophilus DSM2266,Halobacillus halophilus
867845,periphery,Chloroflexus sp. Y3961,Chloroflexus sp. Y-396-1,Chloroflexus sp.
867900,core,Cellulophaga lytica,Cellulophaga lytica DSM7489,Cellulophaga lytica
867902,core,Ornithobacterium rhinotracheale,Ornithobacterium rhinotracheale DSM15997,Ornithobacterium rhinotracheale
867903,periphery,Thermaerobacter subterraneus,Thermaerobacter subterraneus DSM13965,Thermaerobacter subterraneus
868131,core,Methanobacterium paludis,Methanobacterium paludis,Methanobacterium paludis
868595,periphery,Desulfotomaculum carboxydivorans,Desulfotomaculum carboxydivorans CO-1-SRB,Desulfotomaculum carboxydivorans
868864,core,Desulfurobacterium thermolithotrophum,Desulfurobacterium thermolithotrophum DSM11699,Desulfurobacterium thermolithotrophum
869209,periphery,Treponema succinifaciens,Treponema succinifaciens DSM2489,Treponema succinifaciens
869210,core,Marinithermus hydrothermalis,Marinithermus hydrothermalis DSM14884,Marinithermus hydrothermalis
869213,periphery,Cytophaga fermentans,Cytophaga fermentans DSM9555,Cytophaga fermentans
870187,core,Thiothrix nivea,Thiothrix nivea DSM5205,Thiothrix nivea
870967,periphery,Vibrio scophthalmi,Vibrio scophthalmi LMG 19158,Vibrio scophthalmi
871585,periphery,Acinetobacter calcoaceticus,Acinetobacter calcoaceticus PHEA-2,Acinetobacter calcoaceticus
871963,periphery,Desulfitobacterium dichloroeliminans,Desulfitobacterium dichloroeliminans LMG P-21439,Desulfitobacterium dichloroeliminans
871968,periphery,Desulfitobacterium metallireducens,Desulfitobacterium metallireducens DSM15288,Desulfitobacterium metallireducens
873447,periphery,Streptococcus parauberis NCFD2020,Streptococcus parauberis NCFD 2020,Streptococcus parauberis
873448,periphery,Streptococcus porcinus,Streptococcus porcinus str. Jelinkova 176,Streptococcus porcinus
873449,periphery,Streptococcus criceti,Streptococcus criceti HS-6,Streptococcus criceti
873513,periphery,Prevotella buccae ATCC33574,Prevotella buccae ATCC33574,Prevotella buccae
873517,periphery,Capnocytophaga ochracea F0287,Capnocytophaga ochracea F0287,Capnocytophaga ochracea
873533,periphery,Prevotella oralis ATCC33269,Prevotella oralis ATCC33269,Prevotella oralis
875328,core,Mycobacterium sp. JDM601,Mycobacterium sp. JDM601,Mycobacterium sp.
875454,periphery,Peptoniphilus rhinitidis,Peptoniphilus rhinitidis 1-13,Peptoniphilus rhinitidis
876044,periphery,Gammaproteobacteria bacterium IMCC3088,gamma proteobacterium IMCC3088,Gammaproteobacteria bacterium
876269,core,Methyloferula stellata,Methyloferula stellata AR4,Methyloferula stellata
877411,periphery,Ruminococcus sp. NK3A76,Ruminococcus sp. NK3A76,Ruminococcus sp.
877414,core,Clostridiales bacterium NK3B98,Clostridiales bacterium NK3B98,Clostridiales bacterium
877415,periphery,Erysipelotrichaceae bacterium NK3D112,Erysipelotrichaceae bacterium NK3D112,Erysipelotrichaceae bacterium
877418,periphery,Treponema bryantii,Treponema bryantii NK4A124,Treponema bryantii
877420,periphery,Lachnospiraceae bacterium NK4A136,Lachnospiraceae bacterium NK4A136,Lachnospiraceae bacterium
877421,core,Lachnospiraceae bacterium NK4A144,Lachnospiraceae bacterium NK4A144,Lachnospiraceae bacterium
877424,periphery,Lachnospiraceae bacterium NK4A179,Lachnospiraceae bacterium NK4A179,Lachnospiraceae bacterium
877455,core,Methanobacterium lacus,Methanobacterium lacus,Methanobacterium lacus
879212,periphery,Desulfobacter postgatei,Desulfobacter postgatei 2ac9,Desulfobacter postgatei
879243,periphery,Porphyromonas asaccharolytica,Porphyromonas asaccharolytica DSM20707,Porphyromonas asaccharolytica
879305,periphery,Anaerococcus prevotii ACS065VCol13,Anaerococcus prevotii ACS-065-V-Col13,Anaerococcus prevotii
879308,periphery,Peptoniphilus sp. F0436,Peptoniphilus sp. oral taxon 375 str. F0436,Peptoniphilus sp.
879309,core,Veillonella sp. F0412,Veillonella sp. oral taxon 158 str. F0412,Veillonella sp.
879310,periphery,Selenomonas sp. F0430,Selenomonas sp. oral taxon 137 str. F0430,Selenomonas sp.
880070,core,Cyclobacterium marinum,Cyclobacterium marinum DSM745,Cyclobacterium marinum
880071,core,Flexibacter litoralis,Flexibacter litoralis DSM6794,Flexibacter litoralis
880072,core,Desulfobacca acetoxidans,Desulfobacca acetoxidans DSM11109,Desulfobacca acetoxidans
880073,core,Caldithrix abyssi,Caldithrix abyssi DSM13497,Caldithrix abyssi
880074,periphery,Barnesiella viscericola,Barnesiella viscericola DSM18177,Barnesiella viscericola
880447,core,Mycoplasma leachii,Mycoplasma leachii PG50,Mycoplasma leachii
880526,core,Rikenella microfusus,Rikenella microfusus DSM15922,Rikenella microfusus
881621,periphery,Listeria ivanovii PAM55,Listeria ivanovii subsp. ivanovii PAM 55,Listeria ivanovii
882082,periphery,Saccharomonospora cyanea,Saccharomonospora cyanea NA-134,Saccharomonospora cyanea
882083,periphery,Saccharomonospora marina,Saccharomonospora marina XMU15,Saccharomonospora marina
882086,periphery,Saccharomonospora xinjiangensis,Saccharomonospora xinjiangensis XJ-54,Saccharomonospora xinjiangensis
882378,periphery,Burkholderia rhizoxinica,Burkholderia rhizoxinica HKI 454,Burkholderia rhizoxinica
883066,periphery,Actinobaculum massiliae,Actinobaculum massiliae ACS-171-V-Col2,Actinobaculum massiliae
883067,periphery,Actinobaculum schaalii,Actinobaculum schaalii FB123-CNA-2,Actinobaculum schaalii
883069,periphery,Actinomyces europaeus,Actinomyces europaeus ACS-120-V-Col10b,Actinomyces europaeus
883077,periphery,Actinomyces turicensis,Actinomyces turicensis ACS-279-V-Col4,Actinomyces turicensis
883078,periphery,Afipia broomeae,Afipia broomeae ATCC49717,Afipia broomeae
883080,periphery,Afipia felis,Afipia felis ATCC53690,Afipia felis
883081,core,Alloiococcus otitis,Alloiococcus otitis ATCC51267,Alloiococcus otitis
883096,core,Bergeyella zoohelcum,Bergeyella zoohelcum ATCC43767,Bergeyella zoohelcum
883103,core,Dolosigranulum pigrum,Dolosigranulum pigrum ATCC51524,Dolosigranulum pigrum
883109,core,Eubacterium infirmum,Eubacterium infirmum F0142,Eubacterium infirmum
883110,core,Facklamia hominis,Facklamia hominis ACS-120-V-Sch10,Facklamia hominis
883112,periphery,Facklamia ignava,Facklamia ignava CCUG 37419,Facklamia ignava
883113,core,Facklamia languida,Facklamia languida CCUG 37842,Facklamia languida
883114,core,Helcococcus kunzii,Helcococcus kunzii ATCC51366,Helcococcus kunzii
883126,periphery,Massilia timonae,Massilia timonae CCUG 45783,Massilia timonae
883156,periphery,Veillonella ratti,Veillonella ratti ACS-216-V-Col6b,Veillonella ratti
883158,periphery,Prevotella micans,Prevotella micans F0438,Prevotella micans
883168,periphery,Streptococcus urinalis FB127CNA2,Streptococcus urinalis FB127-CNA-2,Streptococcus urinalis
883169,core,Turicella otitidis,Turicella otitidis ATCC51513,Turicella otitidis
885272,core,Jonquetella anthropi DSM22815,Jonquetella anthropi DSM22815,Jonquetella anthropi
885580,periphery,Fukomys damarensis,Fukomys damarensis,Fukomys damarensis
886293,core,Singulisphaera acidiphila,Singulisphaera acidiphila DSM18658,Singulisphaera acidiphila
886377,core,Muricauda ruestringensis,Muricauda ruestringensis DSM13258,Muricauda ruestringensis
886379,core,Anaerophaga thermohalophila,Anaerophaga thermohalophila DSM12881,Anaerophaga thermohalophila
886882,periphery,Paenibacillus polymyxa SC2,Paenibacillus polymyxa SC2,Paenibacillus polymyxa
887062,core,Hylemonella gracilis ATCC19624,Hylemonella gracilis ATCC19624,Hylemonella gracilis
887325,core,Lachnoanaerobaculum saburreum DSM3986,Lachnoanaerobaculum saburreum DSM3986,Lachnoanaerobaculum saburreum
887327,core,Kingella kingae,Kingella kingae ATCC23330,Kingella kingae
887898,core,Lautropia mirabilis,Lautropia mirabilis ATCC51599,Lautropia mirabilis
887929,core,Pseudoramibacter alactolyticus,Pseudoramibacter alactolyticus ATCC23263,Pseudoramibacter alactolyticus
888048,periphery,Streptococcus parasanguinis ATCC903,Streptococcus parasanguinis ATCC903,Streptococcus parasanguinis
888049,periphery,Streptococcus oralis ATCC49296,Streptococcus oralis ATCC49296,Streptococcus oralis
888050,periphery,Actinomyces cardiffensis,Actinomyces cardiffensis F0333,Actinomyces cardiffensis
888052,periphery,Actinomyces sp. F0310,Actinomyces sp. oral taxon 180 str. F0310,Actinomyces sp.
888055,periphery,Leptotrichia wadei,Leptotrichia wadei F0279,Leptotrichia wadei
888056,core,Actinomyces sp. F0400,Actinomyces sp. oral taxon 448 str. F0400,Actinomyces sp.
888059,periphery,Capnocytophaga sp. F0234,Capnocytophaga sp. oral taxon 338 str. F0234,Capnocytophaga sp.
888060,core,Centipeda periodontii,Centipeda periodontii DSM2778,Centipeda periodontii
888062,periphery,Dialister micraerophilus,Dialister micraerophilus DSM19965,Dialister micraerophilus
888064,periphery,Enterococcus italicus,Enterococcus italicus DSM15952,Enterococcus italicus
888439,periphery,Actinomyces neuii BVS029A5,Actinomyces neuii BVS029A5,Actinomyces neuii
888727,core,Eubacterium sulci,Eubacterium sulci ATCC35585,Eubacterium sulci
888743,periphery,Prevotella multiformis,Prevotella multiformis DSM16608,Prevotella multiformis
888746,core,Streptococcus peroris,Streptococcus peroris ATCC700780,Streptococcus peroris
888808,periphery,Streptococcus sanguinis SK49,Streptococcus sanguinis SK49,Streptococcus sanguinis
888816,periphery,Streptococcus sanguinis SK355,Streptococcus sanguinis SK355,Streptococcus sanguinis
888821,periphery,Streptococcus sanguinis SK1057,Streptococcus sanguinis SK1057,Streptococcus sanguinis
888832,periphery,Prevotella salivae,Prevotella salivae DSM15606,Prevotella salivae
888833,periphery,Streptococcus australis,Streptococcus australis ATCC700641,Streptococcus australis
889201,periphery,Streptococcus cristatus,Streptococcus cristatus ATCC51100,Streptococcus cristatus
889204,periphery,Streptococcus infantis ATCC700779,Streptococcus infantis ATCC700779,Streptococcus infantis
889378,periphery,Spirochaeta africana,Spirochaeta africana DSM8902,Spirochaeta africana
891391,core,Lactobacillus acidophilus 30SC,Lactobacillus acidophilus 30SC,Lactobacillus acidophilus
891968,core,Anaerobaculum mobile,Anaerobaculum mobile DSM13181,Anaerobaculum mobile
891974,periphery,Plautia stali,Plautia stali symbiont,Plautia stali
903503,core,Moranella endobia,Candidatus Moranella endobia PCIT,Moranella endobia
903814,core,Eubacterium limosum,Eubacterium limosum KIST612,Eubacterium limosum
903818,periphery,Holophaga foetida,Holophaga foetida DSM6591,Holophaga foetida
904144,periphery,Gardnerella vaginalis 101,Gardnerella vaginalis 101,Gardnerella vaginalis
904293,periphery,Streptococcus downei,Streptococcus downei F0415,Streptococcus downei
904294,periphery,Streptococcus sp. F0418,Streptococcus sp. oral taxon 056 str. F0418,Streptococcus sp.
904296,periphery,Oribacterium sp. F0425,Oribacterium sp. oral taxon 108 str. F0425,Oribacterium sp.
904306,periphery,Streptococcus vestibularis,Streptococcus vestibularis F0396,Streptococcus vestibularis
904314,periphery,Staphylococcus pettenkoferi,Staphylococcus pettenkoferi VCU012,Staphylococcus pettenkoferi
906888,core,Nonlabens ulvanivorans,Nonlabens ulvanivorans,Nonlabens ulvanivorans
906968,periphery,Treponema brennaborense,Treponema brennaborense DSM12168,Treponema brennaborense
907239,periphery,Helicobacter pylori SouthAfrica7,Helicobacter pylori SouthAfrica7,Helicobacter pylori
907348,periphery,Treponema saccharophilum,Treponema saccharophilum DSM2985,Treponema saccharophilum
907931,core,Leuconostoc fallax,Leuconostoc fallax KCTC 3537,Leuconostoc fallax
908337,core,Eremococcus coleocola ACS139VCol8,Eremococcus coleocola ACS-139-V-Col8,Eremococcus coleocola
908338,core,Peptoniphilus harei,Peptoniphilus harei ACS-146-V-Sch2b,Peptoniphilus harei
908339,periphery,Lactobacillus oris PB013T23,Lactobacillus oris PB013-T2-3,Lactobacillus oris
908340,periphery,Clostridium sp. HGF2,Clostridium sp. HGF2,Clostridium sp.
908612,core,Alistipes sp. HGB5,Alistipes sp. HGB5,Alistipes sp.
908937,periphery,Prevotella dentalis,Prevotella dentalis DSM3688,Prevotella dentalis
909613,periphery,Actinokineospora sp. EG49,Actinokineospora sp. EG49,Actinokineospora sp.
909663,core,Syntrophorhabdus aromaticivorans,Syntrophorhabdus aromaticivorans UI,Syntrophorhabdus aromaticivorans
909943,periphery,Alphaproteobacterium SAR116,SAR116 cluster alpha proteobacterium HIMB100,Alphaproteobacterium SAR116
910313,periphery,Streptococcus pseudoporcinus,Streptococcus pseudoporcinus SPIN 20026,Streptococcus pseudoporcinus
910314,core,Dialister microaerophilus,Dialister microaerophilus UPII 345-E,Dialister microaerophilus
910964,core,Ewingella americana,Ewingella americana ATCC33852,Ewingella americana
911008,core,Leclercia adecarboxylata,Leclercia adecarboxylata ATCC23216,Leclercia adecarboxylata
911045,core,Pseudovibrio sp. FOBEG1,Pseudovibrio sp. FO-BEG1,Pseudovibrio sp.
911104,core,Weissella cibaria,Weissella cibaria KACC 11862,Weissella cibaria
911239,periphery,Pseudomonas sp. CF149,Pseudomonas sp. CF149,Pseudomonas sp.
913325,periphery,Lysobacter arseniciresistens,Lysobacter arseniciresistens ZS79,Lysobacter arseniciresistens
913848,periphery,Lactobacillus coryniformis KCTC3167,Lactobacillus coryniformis KCTC3167,Lactobacillus coryniformis
913865,periphery,Desulfosporosinus sp. OT,Desulfosporosinus sp. OT,Desulfosporosinus sp.
925409,periphery,Sediminibacterium sp. OR53,Sediminibacterium sp. OR53,Sediminibacterium sp.
925775,periphery,Xanthomonas vesicatoria,Xanthomonas vesicatoria ATCC35937,Xanthomonas vesicatoria
926549,core,Adhaeribacter aquaticus,Adhaeribacter aquaticus DSM16391,Adhaeribacter aquaticus
926550,core,Caldilinea aerophila,Caldilinea aerophila DSM14535,Caldilinea aerophila
926551,periphery,Capnocytophaga cynodegmi,Capnocytophaga cynodegmi DSM19736,Capnocytophaga cynodegmi
926554,periphery,Deinococcus pimensis,Deinococcus pimensis DSM21231,Deinococcus pimensis
926556,periphery,Echinicola vietnamensis,Echinicola vietnamensis DSM17526,Echinicola vietnamensis
